6.24	7.18
7.18	7.92
9.04	12.39
12.39	14.34
14.34	15.63
15.63	16.35
16.35	17.84
17.84	22.84
35.21	38.75
38.75	39.99
39.99	47.75
47.75	50.76
50.76	51.12
51.12	52.92
54.69	55.24
55.23	55.85
56.24	56.81
58.57	59.21
69.67	70.28
74.36	79.19
79.19	80.72
82.98	83.57
83.57	84.6
99.11	100.7
101.3	104.93
104.93	107.35
107.35	108.74
110.39	113.42
113.42	118.97
